Function|Category|Subcategory|Category Title|Subcategory Title|Control|Control Family|Publication|Core|Privacy Baseline|Security Control Baseline - Low|Security Control Baseline - Moderate|Security Control Baseline - High
PROTECT (PR)|PR.AC|PR.AC-3|Access Control|Remote access is managed|AC-17|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-3|Access Control|Remote access is managed|AC-19|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-3|Access Control|Remote access is managed|PE-17|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-3|Access Control|Remote access is managed|SC-15|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-3|Access Control|Remote access is managed|SC-10|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-02|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-03|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-05|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-06|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-10|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-11|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-12|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-14|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-16|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-24|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|SC-02|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|SC-03|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|SC-04|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|PL-04|PLANNING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-4|Access Control|Access permissions are managed, incorporating the principles of least privilege and separation of duties|AC-22|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-5|Access Control|Network integrity is protected, incorporating network segregation where appropriate|AC-04|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.AC|PR.AC-5|Access Control|Network integrity is protected, incorporating network segregation where appropriate|SC-07|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-1|Awareness and Training|All users are informed and trained |AT-02|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-1|Awareness and Training|All users are informed and trained |PM-13|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-1|Awareness and Training|All users are informed and trained |AT-04|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-2|Awareness and Training|Privileged users understand roles & responsibilities |PM-13|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-2|Awareness and Training|Privileged users understand roles & responsibilities |AT-03|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-2|Awareness and Training|Privileged users understand roles & responsibilities |AT-04|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-3|Awareness and Training|Third-party stakeholders (e.g., suppliers, customers, partners) understand roles & responsibilities |SA-09|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-3|Awareness and Training|Third-party stakeholders (e.g., suppliers, customers, partners) understand roles & responsibilities |PS-07|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-3|Awareness and Training|Third-party stakeholders (e.g., suppliers, customers, partners) understand roles & responsibilities |SA-16|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.AT|PR.AT-4|Awareness and Training|Senior executives understand roles & responsibilities |PM-13|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-4|Awareness and Training|Senior executives understand roles & responsibilities |AT-03|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-5|Awareness and Training|Physical and information security personnel understand roles & responsibilities |PM-13|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-5|Awareness and Training|Physical and information security personnel understand roles & responsibilities |AT-03|AWARENESS AND TRAINING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.AT|PR.AT-5|Awareness and Training|Physical and information security personnel understand roles & responsibilities |IR-02|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-1|Data Security|Data-at-rest is protected|MP-08|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.DS|PR.DS-1|Data Security|Data-at-rest is protected|SC-12|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-1|Data Security|Data-at-rest is protected|SC-28|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-2|Data Security|Data-in-transit is protected|SC-12|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-2|Data Security|Data-in-transit is protected|SC-08|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-2|Data Security|Data-in-transit is protected|SC-11|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.DS|PR.DS-3|Data Security|Assets are formally managed throughout removal, transfers, and disposition|CM-08|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-3|Data Security|Assets are formally managed throughout removal, transfers, and disposition|MP-06|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-3|Data Security|Assets are formally managed throughout removal, transfers, and disposition|PE-16|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-4|Data Security|Adequate capacity to ensure availability is maintained|AU-04|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-4|Data Security|Adequate capacity to ensure availability is maintained|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-4|Data Security|Adequate capacity to ensure availability is maintained|SC-05|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|AC-04|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SI-04|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|AC-05|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|AC-06|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SC-07|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SC-08|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|PE-19|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|PS-03|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|PS-06|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SC-13|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SC-31|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SI-10|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-5|Data Security|Protections against data leaks are implemented|SI-11|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-6|Data Security|Integrity checking mechanisms are used to verify software, firmware, and information integrity|SC-16|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.DS|PR.DS-6|Data Security|Integrity checking mechanisms are used to verify software, firmware, and information integrity|SI-07|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-6|Data Security|Integrity checking mechanisms are used to verify software, firmware, and information integrity|SI-10|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-6|Data Security|Integrity checking mechanisms are used to verify software, firmware, and information integrity|SI-11|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.DS|PR.DS-7|Data Security|The development and testing environment(s) are separate from the production environment|CM-02|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-02|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-03|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-04|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-05|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-06|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-07|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|CM-09|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-1|Information Protection Processes and Procedures|A baseline configuration of information technology/industrial control systems is created and maintained|SA-10|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-10|Information Protection Processes and Procedures|Response and recovery plans are tested|CP-04|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-10|Information Protection Processes and Procedures|Response and recovery plans are tested|IR-03|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-10|Information Protection Processes and Procedures|Response and recovery plans are tested|PM-14|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-01|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-07|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-03|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-06|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-02|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-04|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-05|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|PS-08|PERSONNEL SECURITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-11|Information Protection Processes and Procedures|Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)|SA-21|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.IP|PR.IP-12|Information Protection Processes and Procedures|A vulnerability management plan is developed and implemented|RA-03|RISK ASSESSMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-12|Information Protection Processes and Procedures|A vulnerability management plan is developed and implemented|RA-05|RISK ASSESSMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-12|Information Protection Processes and Procedures|A vulnerability management plan is developed and implemented|SI-02|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|PL-08|PLANNING|SP 800-53 Rev. 4|Cybersecurity|Yes||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-12|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-11|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|Yes||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-15|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-10|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-03|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-04|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-08|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SA-17|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SI-12|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SI-13|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SI-14|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SI-16|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-2|Information Protection Processes and Procedures|A System Development Life Cycle to manage systems is implemented|SI-17|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-3|Information Protection Processes and Procedures|Configuration change control processes are in place|CM-03|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-3|Information Protection Processes and Procedures|Configuration change control processes are in place|CM-04|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-3|Information Protection Processes and Procedures|Configuration change control processes are in place|SA-10|SYSTEM AND SERVICES ACQUISITION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-4|Information Protection Processes and Procedures|Backups of information are conducted, maintained, and tested periodically|CP-04|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-4|Information Protection Processes and Procedures|Backups of information are conducted, maintained, and tested periodically|CP-06|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-4|Information Protection Processes and Procedures|Backups of information are conducted, maintained, and tested periodically|CP-09|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-10|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-12|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-13|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-14|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-15|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-5|Information Protection Processes and Procedures|Policy and regulations regarding the physical operating environment for organizational assets are met|PE-18|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.IP|PR.IP-6|Information Protection Processes and Procedures|Data is destroyed according to policy|MP-06|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|CA-02|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|CA-07|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|PL-02|PLANNING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|PM-06|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-7|Information Protection Processes and Procedures|Protection processes are continuously improved|CA-05|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-8|Information Protection Processes and Procedures|Effectiveness of protection technologies is shared with appropriate parties|SI-04|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-8|Information Protection Processes and Procedures|Effectiveness of protection technologies is shared with appropriate parties|CA-07|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-8|Information Protection Processes and Procedures|Effectiveness of protection technologies is shared with appropriate parties|AC-21|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
